"";"distance";"moving_time";"start_date";"gear_id";"type"
"404";335013;4095;2019-06-05 17:29:53;"b2992308";"Ride"
"405";366271;5550;2019-06-02 07:47:11;"b3995755";"Ride"
"406";344971;7987;2019-05-31 14:56:11;"b3995755";"Ride"
"407";269069;4833;2019-05-30 13:55:09;"b3995755";"Ride"
"408";66279;9731;2019-05-26 07:55:31;"b2992308";"Ride"
"409";106577;14260;2019-05-25 08:35:33;"b2992308";"Ride"
"410";372356;5420;2019-05-23 08:59:37;"b3995755";"Ride"
"411";592414;7801;2019-05-22 13:01:17;"b2992308";"Ride"
"412";481821;7542;2019-05-18 10:51:05;"b2992308";"Ride"
"413";455481;5953;2019-05-16 16:51:10;"b2992308";"Ride"
"414";491131;6566;2019-05-14 11:37:07;"b2992308";"Ride"
"415";21214;3075;2019-05-09 17:43:41;"b2992308";"VirtualRide"
"416";253152;2785;2019-05-07 17:40:35;"b2992308";"VirtualRide"
"417";501058;6600;2019-05-05 09:24:39;"b2992308";"Ride"
"418";89912;6519;2019-05-04 09:03:34;NA;"Walk"
"419";251;1979;2019-05-02 12:43:02;NA;"Walk"
"420";40234;6284;2019-04-30 16:34:08;"b3995755";"Ride"
"421";256085;4350;2019-04-30 12:34:55;"b2992308";"Ride"
"422";426091;6553;2019-04-29 16:48:31;"b3995755";"Ride"
"423";309915;4885;2019-04-28 16:16:15;"b3995755";"Ride"
"424";406801;6757;2019-04-22 09:27:36;"b2992308";"Ride"
"425";398874;6787;2019-04-21 08:24:43;"b2992308";"Ride"
"426";700632;11518;2019-04-20 11:10:05;"b2992308";"Ride"
"427";4408;5853;2019-04-18 13:41:47;"b2992308";"Ride"
"428";400875;5158;2019-04-15 17:01:20;"b2992308";"Ride"
"429";249384;4728;2019-04-14 08:52:07;"b3995755";"Ride"
"430";29114;5138;2019-04-13 12:47:27;"b3995755";"Ride"
"431";114171;8302;2019-04-07 08:26:02;NA;"Walk"
"432";257928;4200;2019-04-05 16:19:41;"b3995755";"Ride"
"433";223594;2706;2019-04-04 17:21:33;"b2992308";"Ride"
"434";38902;1401;2019-04-02 14:17:25;NA;"Run"
"435";10206;16836;2019-03-31 07:12:39;"b2992308";"Ride"
"436";526798;6899;2019-03-29 11:47:58;"b2992308";"Ride"
"437";779692;11460;2019-03-24 11:21:34;"b2992308";"Ride"
"438";598355;8685;2019-03-23 12:27:26;"b2992308";"Ride"
"439";300021;3848;2019-03-21 15:00:50;"b2992308";"Ride"
"440";23077;2959;2019-03-20 18:14:24;"b2992308";"VirtualRide"
"441";222859;3179;2019-03-17 09:29:46;"b2992308";"VirtualRide"
"442";310227;3396;2019-03-15 12:00:01;"b2992308";"VirtualRide"
"443";23691;2982;2019-03-13 18:25:52;"b2992308";"VirtualRide"
"444";780595;12684;2019-03-09 09:17:16;"b1350013";"Ride"
"445";936856;16500;2019-03-08 09:34:14;"b1350013";"Ride"
"446";583529;9185;2019-03-06 15:09:30;"b1350013";"Ride"
"447";302323;5723;2019-03-04 12:37:31;"b3995755";"Ride"
"448";221558;4392;2019-03-02 10:19:45;"b2442923";"Ride"
"449";510706;6280;2019-02-27 14:27:37;"b2992308";"Ride"
"450";108991;2169;2019-02-24 10:27:16;"b3995755";"Ride"
"451";623336;9553;2019-02-23 12:04:09;"b2992308";"Ride"
"452";638913;10581;2019-02-17 10:25:55;"b2992308";"Ride"
"453";369034;5534;2019-02-16 12:56:19;"b2992308";"Ride"
"454";17592;2232;2019-02-12 18:30:01;"b2992308";"VirtualRide"
"455";17371;3082;2019-02-10 09:48:10;"b2992308";"VirtualRide"
"456";214471;4929;2019-02-03 12:14:27;"b3995755";"Ride"
"457";225159;2443;2019-02-02 12:37:35;"b2992308";"VirtualRide"
"458";19968;2562;2019-01-31 18:17:43;"b2992308";"VirtualRide"
"459";203808;3719;2019-01-21 14:44:39;"b3995755";"Ride"
"460";230146;3993;2019-01-19 10:34:04;"b3995755";"Ride"
"461";210267;2420;2019-01-18 18:26:12;"b2992308";"VirtualRide"
"462";18839;2531;2019-01-15 09:10:04;"b2992308";"VirtualRide"
"463";212067;2854;2019-01-13 18:18:55;"b2992308";"VirtualRide"
"464";302124;5411;2019-01-11 10:33:03;"b3995755";"Ride"
"465";192331;3153;2019-01-08 18:07:25;"b2992308";"VirtualRide"
"466";614558;9172;2019-01-06 09:32:15;"b2992308";"Ride"
"467";456666;5653;2019-01-03 12:35:03;"b2992308";"Ride"
"468";615852;8104;2019-01-01 09:29:05;"b2992308";"Ride"
"469";756021;9675;2018-12-31 11:48:35;"b2992308";"Ride"
"470";164991;3302;2018-12-29 14:32:56;"b2992308";"VirtualRide"
"471";23659;5985;2018-12-27 13:10:24;"b2442923";"Ride"
"472";257576;5279;2018-12-26 10:14:54;"b3995755";"Ride"
"473";249761;4656;2018-12-25 10:49:11;"b3995755";"Ride"
"474";254848;5932;2018-12-22 10:16:58;"b3995755";"Ride"
"475";372396;6087;2018-12-15 12:38:28;"b3995755";"Ride"
"476";30485;4319;2018-12-09 13:42:23;"b3995755";"Ride"
"477";19801;2681;2018-12-04 19:02:32;"b2992308";"VirtualRide"
"478";279854;4419;2018-11-30 12:22:25;"b2992308";"Ride"
"479";354926;4637;2018-11-25 10:59:56;"b2992308";"Ride"
"480";23332;2770;2018-11-21 18:13:55;"b2992308";"VirtualRide"
"481";359721;6277;2018-11-18 12:41:32;"b3995755";"Ride"
"482";36454;6699;2018-11-16 12:57:33;"b3995755";"Ride"
"483";27891;3467;2018-11-11 14:01:09;"b2992308";"VirtualRide"
"484";426842;8564;2018-11-05 10:14:08;"b2442923";"Ride"
"485";294553;5439;2018-11-02 11:46:02;"b2442923";"Ride"
"486";1546;2022;2018-10-31 18:27:00;"b2992308";"VirtualRide"
"487";310755;5529;2018-10-28 12:36:47;"b3995755";"Ride"
"488";304177;4884;2018-10-27 09:24:01;"b3995755";"Ride"
"489";17493;2431;2018-10-24 17:20:39;"b2992308";"VirtualRide"
"490";825215;12364;2018-10-21 08:23:10;"b2992308";"Ride"
"491";705661;11149;2018-10-19 08:42:15;"b2992308";"Ride"
"492";264444;4421;2018-10-18 08:28:27;"b3995755";"Ride"
"493";19276;4654;2018-10-15 07:51:01;"b3995755";"Ride"
"494";503408;7102;2018-10-14 11:58:20;"b2992308";"Ride"
"495";530393;7831;2018-10-13 12:45:13;"b2992308";"Ride"
"496";41464;3042;2018-10-11 13:34:17;NA;"Walk"
"497";300778;5510;2018-10-07 08:07:19;"b3995755";"Ride"
"498";503176;6456;2018-10-06 08:15:11;"b2992308";"Ride"
"499";379245;4936;2018-10-04 08:59:08;"b2992308";"Ride"
"500";672036;10224;2018-09-30 08:58:38;"b2992308";"Ride"
"501";248631;3561;2018-09-29 18:14:47;"b2992308";"VirtualRide"
"502";43818;3330;2018-09-27 11:29:30;NA;"Walk"
"503";289189;3568;2018-09-26 16:29:26;"b2992308";"Ride"
"504";12671;2531;2018-09-24 17:59:03;"b2992308";"VirtualRide"
"505";102981;16418;2018-09-22 08:01:47;"b2992308";"Ride"
"506";192415;3557;2018-09-20 12:41:25;"b3995755";"Ride"
"507";200426;3297;2018-09-18 16:35:12;"b3995755";"Ride"
"508";500822;6678;2018-09-16 08:12:20;"b2992308";"Ride"
"509";507863;6855;2018-09-14 07:43:28;"b2992308";"Ride"
"510";178889;2951;2018-09-05 18:17:13;"b2992308";"VirtualRide"
"511";251641;3968;2018-09-02 17:07:11;"b3995755";"Ride"
"512";246863;5616;2018-09-01 12:18:20;"b3995755";"Ride"
"513";557796;8546;2018-08-31 08:56:13;"b2992308";"Ride"
"514";311607;3781;2018-08-28 16:59:51;"b2992308";"Ride"
"515";481804;6546;2018-08-26 11:26:54;"b2992308";"Ride"
"516";66022;4893;2018-08-23 12:37:13;NA;"Walk"
"517";414186;6069;2018-08-22 15:50:39;"b3995755";"Ride"
"518";361258;4987;2018-08-22 06:57:14;"b3995755";"Ride"
"519";446196;6845;2018-08-19 08:15:55;"b2992308";"Ride"
"520";119877;17771;2018-08-18 07:49:18;"b2992308";"Ride"
"521";663201;10271;2018-08-17 11:05:58;"b2992308";"Ride"
"522";741877;10571;2018-08-14 11:29:01;"b2992308";"Ride"
"523";435776;7091;2018-08-10 15:40:01;"b2992308";"Ride"
"524";410315;7270;2018-08-08 08:03:55;"b2992308";"Ride"
"525";589317;9444;2018-08-06 07:45:14;"b2992308";"Ride"
"526";241151;5200;2018-08-04 08:36:09;"b3995755";"Ride"
"527";693954;9083;2018-08-03 10:15:20;"b2992308";"Ride"
"528";106685;16147;2018-08-01 08:02:12;"b2992308";"Ride"
"529";102284;13471;2018-07-30 07:34:17;"b2992308";"Ride"
"530";486302;8010;2018-07-26 07:28:04;"b2992308";"Ride"
"531";18806;2370;2018-07-25 10:03:10;NA;"Walk"
"532";429946;6954;2018-07-24 08:02:09;"b2992308";"Ride"
"533";467618;7708;2018-07-23 09:33:29;"b2992308";"Ride"
"534";261361;4287;2018-07-22 13:37:32;"b2992308";"Ride"
"535";10165;15110;2018-07-20 08:30:15;"b2992308";"Ride"
"536";452493;5947;2018-07-19 07:43:31;"b2992308";"Ride"
"537";51045;1802;2018-07-17 08:55:21;NA;"Run"
"538";417368;5790;2018-07-16 12:26:36;"b2992308";"Ride"
"539";142829;19097;2018-07-14 08:02:44;"b2992308";"Ride"
"540";763092;10569;2018-07-10 10:42:27;"b2992308";"Ride"
"541";313285;4090;2018-07-09 08:02:16;"b2992308";"Ride"
"542";90918;2260;2018-07-08 07:50:04;"b3995755";"Ride"
"543";921854;14274;2018-07-06 08:43:55;"b2992308";"Ride"
"544";342693;4307;2018-07-05 08:16:25;"b2992308";"Ride"
"545";184952;3289;2018-07-04 17:58:44;"b2442923";"Ride"
"546";365898;5039;2018-07-01 17:31:07;"b2992308";"Ride"
"547";876952;11572;2018-06-29 09:05:33;"b2992308";"Ride"
"548";403797;5392;2018-06-28 09:57:07;"b2992308";"Ride"
"549";508505;6927;2018-06-26 08:39:37;"b2992308";"Ride"
"550";5034;1909;2018-06-24 11:43:46;NA;"Run"
"551";348199;4382;2018-06-20 17:35:50;"b2992308";"Ride"
"552";53564;1909;2018-06-19 18:20:39;NA;"Run"
"553";960318;11757;2018-06-17 09:13:35;"b2992308";"Ride"
"554";487039;6432;2018-06-15 12:13:46;"b2992308";"Ride"
"555";300486;3674;2018-06-13 18:06:41;"b2992308";"Ride"
"556";51186;1823;2018-06-11 17:31:30;NA;"Run"
"557";870145;11426;2018-06-09 11:25:22;"b2992308";"Ride"
"558";441113;7600;2018-06-08 10:49:30;"b3995755";"Ride"
"559";44431;6125;2018-06-05 17:27:38;"b2992308";"Ride"
"560";176344;4541;2018-06-03 14:24:21;"b3995755";"Ride"
"561";362527;4634;2018-05-30 13:47:14;"b2992308";"Ride"
"562";364833;4986;2018-05-30 06:09:34;"b2992308";"Ride"
"563";390737;5593;2018-05-28 17:36:11;"b2992308";"Ride"
"564";113641;17423;2018-05-26 06:27:19;"b2992308";"Ride"
"565";19221;3922;2018-05-25 08:25:09;"b3995755";"Ride"
"566";208515;3280;2018-05-23 17:54:40;"b3995755";"Ride"
"567";693479;13892;2018-05-20 07:15:55;"b2992308";"Ride"
"568";704563;13948;2018-05-19 07:13:57;"b2992308";"Ride"
"569";683337;16517;2018-05-18 09:49:32;"b2992308";"Ride"
"570";404842;5317;2018-05-14 17:02:19;"b2992308";"Ride"
"571";182767;4077;2018-05-13 08:50:46;"b3995755";"Ride"
"572";457022;8572;2018-05-12 08:23:59;"b3995755";"Ride"
"573";25272;5494;2018-05-11 13:35:49;"b2992308";"Ride"
"574";113955;2432;2018-05-10 09:14:02;"b3995755";"Ride"
"575";512799;7041;2018-05-09 15:10:51;"b2992308";"Ride"
"576";926454;12006;2018-05-06 07:44:16;"b2992308";"Ride"
"577";420575;5565;2018-05-04 09:27:11;"b2992308";"Ride"
"578";664021;8771;2018-05-03 11:57:40;"b2992308";"Ride"
"579";44765;3776;2018-05-03 08:10:14;NA;"Walk"
"580";292592;3773;2018-05-02 06:45:16;"b2992308";"Ride"
"581";601744;11427;2018-04-30 08:32:38;"b2992308";"Ride"
"582";919007;17690;2018-04-29 07:32:11;"b2992308";"Ride"
"583";814126;15142;2018-04-28 08:17:10;"b2992308";"Ride"
"584";701689;13006;2018-04-27 09:44:42;"b2992308";"Ride"
"585";310055;9211;2018-04-22 07:38:12;"b2442923";"Ride"
"586";555245;16323;2018-04-21 08:31:28;"b2442923";"Ride"
"587";495662;6665;2018-04-20 11:26:02;"b2992308";"Ride"
"588";387651;5346;2018-04-19 06:07:39;"b2992308";"Ride"
"589";427656;5336;2018-04-17 16:48:51;"b2992308";"Ride"
"590";54741;4152;2018-04-15 11:42:42;NA;"Walk"
"591";310131;6096;2018-04-14 08:51:01;"b3995755";"Ride"
"592";619675;8102;2018-04-13 09:07:38;"b2992308";"Ride"
"593";17201;2837;2018-04-09 18:09:08;"b2992308";"VirtualRide"
"594";134898;16788;2018-04-07 07:21:22;"b2992308";"Ride"
"595";553857;7486;2018-04-06 08:50:38;"b2992308";"Ride"
"596";320489;6297;2018-04-04 17:25:20;"b2992308";"VirtualRide"
"597";294023;4641;2018-04-02 05:58:56;"b2992308";"Ride"
"598";136868;21667;2018-03-31 06:46:30;"b2992308";"Ride"
"599";289708;4061;2018-03-30 11:09:25;"b2992308";"Ride"
"600";26298;3591;2018-03-27 17:46:19;"b2992308";"VirtualRide"
"601";761219;11935;2018-03-25 07:51:32;"b2992308";"Ride"
"602";59096;4467;2018-03-24 13:50:35;NA;"Walk"
"603";476084;6232;2018-03-23 12:40:02;"b2992308";"Ride"
"604";24005;3250;2018-03-20 18:43:16;"b2992308";"VirtualRide"
"605";283582;3777;2018-03-18 09:05:00;"b2992308";"VirtualRide"
"606";265707;3614;2018-03-16 10:56:09;"b3995755";"Ride"
"607";20564;2951;2018-03-13 18:27:42;"b2992308";"VirtualRide"
"608";324994;6404;2018-03-11 08:53:05;NA;"Snowboard"
"609";617211;14546;2018-03-10 09:33:50;NA;"Snowboard"
"610";607999;11616;2018-03-09 10:41:17;NA;"Snowboard"
"611";367813;5210;2018-03-04 12:10:26;"b3995755";"Ride"
"612";218582;2606;2018-03-02 17:59:57;"b2992308";"VirtualRide"
"613";103167;1805;2018-03-01 15:33:36;"b2992308";"VirtualRide"
"614";145393;2604;2018-02-22 15:34:53;"b2992308";"Ride"
"615";61106;5793;2018-02-12 15:06:07;NA;"Hike"
"616";79045;7181;2018-02-11 13:23:16;NA;"Hike"
"617";300498;3890;2018-02-07 15:21:34;"b2992308";"Ride"
"618";210145;3374;2018-01-27 09:57:19;"b2992308";"VirtualRide"
"619";107209;1625;2018-01-25 15:31:25;"b2992308";"VirtualRide"
"620";452284;5816;2018-01-21 12:14:55;"b2992308";"Ride"
"621";12325;3218;2018-01-21 10:21:56;"b2992308";"Ride"
"622";356375;4747;2018-01-19 12:21:39;"b2992308";"Ride"
"623";200492;3616;2018-01-18 15:01:40;"b2992308";"VirtualRide"
"624";276203;3642;2018-01-16 18:54:10;"b2992308";"VirtualRide"
"625";378366;6435;2018-01-14 09:07:33;"b3995755";"Ride"
"626";258383;3288;2018-01-12 13:08:43;"b2992308";"Ride"
"627";283808;3521;2018-01-11 18:45:25;"b2992308";"VirtualRide"
"628";216801;2947;2018-01-09 18:53:29;"b2992308";"VirtualRide"
"629";306279;4934;2018-01-07 12:19:59;"b3995755";"Ride"
"630";171978;2128;2017-12-28 18:36:48;"b2992308";"VirtualRide"
"631";312646;4483;2017-12-26 10:13:48;"b3995755";"Ride"
"632";246627;3549;2017-12-25 11:08:31;"b2992308";"VirtualRide"
"633";24661;1995;2017-12-24 12:11:13;NA;"Walk"
"634";359571;7636;2017-12-23 11:00:07;"b2442923";"Ride"
"635";19214;2685;2017-12-22 14:44:39;"b2992308";"VirtualRide"
"636";257746;3551;2017-12-19 19:20:55;"b2992308";"VirtualRide"
"637";355955;5042;2017-12-17 11:57:41;"b3995755";"Ride"
"638";180146;2841;2017-12-15 19:07:49;"b2992308";"VirtualRide"
"639";34732;2885;2017-12-11 13:53:11;NA;"Walk"
"640";174177;2907;2017-12-08 14:21:55;"b3995755";"Ride"
"641";196362;2836;2017-12-04 18:49:22;"b2992308";"VirtualRide"
"642";213596;2293;2017-12-02 14:07:51;"b2992308";"VirtualRide"
"643";247019;3660;2017-12-01 15:06:37;"b2992308";"VirtualRide"
"644";211939;2867;2017-11-28 18:43:04;"b2992308";"VirtualRide"
"645";260778;3594;2017-11-26 10:37:58;"b3995755";"Ride"
"646";441495;7493;2017-11-24 12:32:53;"b3995755";"Ride"
"647";298157;3707;2017-11-23 18:41:26;"b2992308";"VirtualRide"
"648";23232;2658;2017-11-21 19:41:51;"b2992308";"VirtualRide"
"649";272268;4928;2017-11-19 10:41:51;"b3995755";"Ride"
"650";176393;2141;2017-11-17 17:39:23;"b2992308";"VirtualRide"
"651";213518;3043;2017-11-14 18:54:21;"b2992308";"VirtualRide"
"652";311298;3614;2017-11-12 13:57:54;"b2992308";"VirtualRide"
"653";27731;3798;2017-11-10 18:51:41;"b2992308";"VirtualRide"
"654";201849;2409;2017-11-08 19:15:01;"b2992308";"VirtualRide"
"655";209667;2713;2017-11-06 18:26:48;"b2992308";"VirtualRide"
"656";57255;4925;2017-11-04 11:40:07;NA;"Walk"
"657";292821;4258;2017-11-04 08:29:01;"b3995755";"Ride"
"658";295545;3466;2017-11-03 18:25:41;"b2992308";"VirtualRide"
"659";242629;3013;2017-10-31 18:43:00;"b2992308";"VirtualRide"
"660";301907;7198;2017-10-29 08:50:06;"b3995755";"Ride"
"661";221116;2988;2017-10-28 17:28:53;"b2992308";"VirtualRide"
"662";479925;5897;2017-10-27 11:22:44;"b2992308";"Ride"
"663";261787;5267;2017-10-20 13:45:31;"b3995755";"Ride"
"664";449788;7612;2017-10-19 10:09:38;"b3995755";"Ride"
"665";323177;6023;2017-10-18 08:01:55;"b2992308";"Ride"
"666";115896;19371;2017-10-17 07:17:07;"b2992308";"Ride"
"667";927199;16545;2017-10-16 08:05:16;"b2992308";"Ride"
"668";54334;10872;2017-10-15 07:51:06;"b3995755";"Ride"
"669";559858;8265;2017-10-14 11:59:50;"b2992308";"Ride"
"670";284118;4863;2017-10-13 10:54:53;"b3995755";"Ride"
"671";215169;3214;2017-10-09 18:20:14;"b2992308";"VirtualRide"
"672";55799;4410;2017-10-08 13:57:33;NA;"Walk"
"673";215484;3119;2017-10-03 17:47:53;"b2992308";"VirtualRide"
"674";111691;1943;2017-10-03 06:12:30;"b2992308";"Ride"
"675";63796;9367;2017-09-29 08:40:04;"b2992308";"Ride"
"676";350634;4678;2017-09-28 06:18:32;"b3995755";"Ride"
"677";114066;2085;2017-09-27 06:14:29;"b2266483";"Ride"
"678";151825;2603;2017-09-26 16:39:41;"b3995755";"Ride"
"679";121192;2249;2017-09-26 06:13:56;"b2266483";"Ride"
"680";273285;4891;2017-09-25 06:21:08;"b2266483";"Ride"
"681";706548;8830;2017-09-24 09:51:58;"b2992308";"Ride"
"682";616692;8297;2017-09-23 10:05:17;"b2992308";"Ride"
"683";251813;3730;2017-09-21 07:15:23;"b2992308";"Ride"
"684";112953;1836;2017-09-20 06:25:19;"b2266483";"Ride"
"685";113193;1952;2017-09-18 05:45:05;"b2266483";"Ride"
"686";209287;2679;2017-09-17 15:30:56;"b2992308";"Ride"
"687";12102;19050;2017-09-16 07:12:13;"b2992308";"Ride"
"688";112824;1966;2017-09-13 06:10:01;"b2266483";"Ride"
"689";381851;5192;2017-09-12 16:18:04;"b2992308";"Ride"
"690";113682;2059;2017-09-11 06:20:58;"b2266483";"Ride"
"691";321705;3976;2017-09-10 11:11:22;"b2992308";"Ride"
"692";263376;2858;2017-09-08 18:10:10;"b2992308";"VirtualRide"
"693";291665;3738;2017-09-03 16:31:46;"b2992308";"Ride"
"694";8447;10768;2017-09-01 08:26:06;"b2992308";"Ride"
"695";51969;734;2017-08-29 19:45:59;"b2992308";"Ride"
"696";367687;5214;2017-08-29 16:57:22;"b2992308";"Ride"
"697";179471;2346;2017-08-26 14:39:00;"b2992308";"Ride"
"698";114263;1036;2017-08-26 13:57:37;"b2992308";"Ride"
"699";225889;2959;2017-08-26 10:27:00;"b2992308";"Ride"
"700";218579;2829;2017-08-26 09:27:37;"b2992308";"Ride"
"701";206984;2659;2017-08-24 15:14:24;"b2992308";"Ride"
"702";428711;5911;2017-08-22 17:09:58;"b2992308";"Ride"
"703";676122;10225;2017-08-20 07:19:23;"b2992308";"Ride"
"704";131592;19379;2017-08-19 08:36:05;"b2992308";"Ride"
"705";381056;5585;2017-08-18 15:21:39;"b2992308";"Ride"
"706";32194;4132;2017-08-16 13:04:46;"b2992308";"Ride"
"707";98331;19782;2017-08-12 08:05:14;"b2992308";"Ride"
"708";405715;9571;2017-08-10 13:37:49;"b2992308";"Ride"
"709";626677;11227;2017-08-09 09:56:56;"b2992308";"Ride"
"710";516694;10319;2017-08-08 10:00:39;"b2992308";"Ride"
"711";108557;22582;2017-08-07 09:45:37;"b2992308";"Ride"
"712";533044;9960;2017-08-06 11:19:10;"b2992308";"Ride"
"713";286985;4933;2017-08-05 16:45:33;"b2992308";"Ride"
"714";24625;2739;2017-08-03 09:02:46;NA;"Hike"
"715";709026;14831;2017-08-02 08:52:32;"b2992308";"Ride"
"716";101197;10750;2017-08-01 09:32:58;NA;"Hike"
"717";700806;15398;2017-07-31 08:51:38;"b2992308";"Ride"
"718";237743;5380;2017-07-29 08:30:04;"b3995755";"Ride"
"719";414699;8242;2017-07-28 13:26:48;"b2992308";"Ride"
"720";116589;9896;2017-07-27 08:45:13;NA;"Hike"
"721";469713;10569;2017-07-26 09:32:15;"b2992308";"Ride"
"722";333261;6812;2017-07-25 07:41:41;"b3995755";"Ride"
"723";100725;9484;2017-07-23 07:48:37;NA;"Hike"
"724";519506;11323;2017-07-22 07:36:28;"b2992308";"Ride"
"725";442372;9322;2017-07-21 07:59:37;"b3995755";"Ride"
"726";606744;7964;2017-07-18 08:24:43;"b2992308";"Ride"
"727";72057;4949;2017-07-17 11:11:18;NA;"Walk"
"728";0;1;2017-07-16 14:42:03;"b2992308";"Ride"
"729";543596;6917;2017-07-16 12:39:38;"b2992308";"Ride"
"730";393182;6904;2017-07-10 10:18:29;"b2266483";"Ride"
"731";105088;18285;2017-07-08 08:34:43;"b2992308";"Ride"
"732";178378;3248;2017-07-07 12:00:01;"b3995755";"Ride"
"733";379541;5728;2017-07-06 14:40:42;"b2992308";"Ride"
"734";353399;4692;2017-07-06 06:05:49;"b2992308";"Ride"
"735";377063;5164;2017-07-05 13:12:06;"b2992308";"Ride"
"736";3658;4819;2017-07-05 06:01:52;"b2992308";"Ride"
"737";42065;7538;2017-07-02 12:16:32;"b2992308";"Ride"
"738";234234;3724;2017-07-02 10:11:24;"b2992308";"Ride"
"739";324971;4280;2017-06-29 14:38:16;"b2992308";"Ride"
"740";95465;1271;2017-06-26 18:17:11;"b2992308";"Ride"
"741";314736;4159;2017-06-25 11:17:31;"b2992308";"Ride"
"742";53101;742;2017-06-23 13:57:04;"b2992308";"Ride"
"743";80479;1136;2017-06-23 07:48:48;"b2992308";"Ride"
"744";370474;5917;2017-06-22 14:16:55;"b2992308";"Ride"
"745";414487;5222;2017-06-19 17:51:34;"b2992308";"Ride"
"746";354938;5815;2017-06-19 12:52:42;"b2992308";"Ride"
"747";456196;6019;2017-06-14 14:05:07;"b2992308";"Ride"
"748";388803;5535;2017-06-14 06:25:55;"b2992308";"Ride"
"749";393712;6908;2017-06-11 08:10:34;"b2992308";"Ride"
"750";161456;25707;2017-06-10 05:40:31;"b2992308";"Ride"
"751";258943;3355;2017-06-07 17:02:43;"b2992308";"Ride"
"752";648285;12122;2017-06-04 08:49:38;"b2992308";"Ride"
"753";562236;10087;2017-06-03 10:41:17;"b2992308";"Ride"
"754";803711;12879;2017-06-02 09:16:35;"b2992308";"Ride"
"755";20987;4473;2017-06-01 17:23:16;"b2992308";"Ride"
"756";228345;3997;2017-05-31 18:02:35;"b2442923";"Ride"
"757";38219;6052;2017-05-27 08:56:47;"b2992308";"Ride"
"758";246324;4954;2017-05-26 08:27:52;"b2992308";"Ride"
"759";31993;3821;2017-05-22 18:11:09;"b2992308";"Ride"
"760";248295;3636;2017-05-22 17:05:26;"b2992308";"Ride"
"761";424102;5905;2017-05-20 06:48:10;"b2992308";"Ride"
"762";742849;9780;2017-05-17 06:12:07;"b2992308";"Ride"
"763";151083;3448;2017-05-16 18:31:06;"b2992308";"Ride"
"764";544793;8985;2017-05-14 06:46:15;"b2992308";"Ride"
"765";791151;14744;2017-05-13 07:14:57;"b2992308";"Ride"
"766";114015;21020;2017-05-12 07:38:02;"b2992308";"Ride"
"767";621951;9648;2017-05-06 12:41:48;"b2992308";"Ride"
"768";130346;19063;2017-05-05 07:00:50;"b2992308";"Ride"
"769";393663;5038;2017-05-04 12:10:11;"b2992308";"Ride"
"770";241248;2778;2017-04-30 10:54:55;"b2992308";"Ride"
"771";112801;18550;2017-04-29 07:35:51;"b1350013";"Ride"
"772";823258;15713;2017-04-28 08:17:34;"b1350013";"Ride"
"773";675552;11485;2017-04-27 13:10:13;"b1350013";"Ride"
"774";514214;8438;2017-04-26 13:54:30;"b2992308";"Ride"
"775";386794;5215;2017-04-24 11:15:11;"b2992308";"Ride"
"776";733865;9759;2017-04-23 06:31:29;"b2992308";"Ride"
"777";650318;8442;2017-04-21 11:33:32;"b2992308";"Ride"
"778";378703;5292;2017-04-20 06:05:09;"b2992308";"Ride"
"779";34971;5068;2017-04-19 16:58:45;"b2992308";"Ride"
"780";51991;10113;2017-04-16 07:54:39;"b2992308";"Ride"
"781";47436;8056;2017-04-15 09:01:35;"b2992308";"Ride"
"782";727673;13550;2017-04-14 10:36:09;"b2992308";"Ride"
"783";356765;4575;2017-04-13 08:04:37;"b2992308";"Ride"
"784";517898;7685;2017-04-09 08:10:52;"b2992308";"Ride"
"785";474503;5218;2017-04-08 15:29:04;"b2992308";"Ride"
"786";21222;3074;2017-04-07 17:48:53;"b2992308";"Ride"
"787";306306;3505;2017-04-05 17:48:16;"b2992308";"Ride"
"788";240368;3008;2017-04-03 17:20:30;"b2992308";"Ride"
"789";655274;9567;2017-04-02 08:26:03;"b2992308";"Ride"
"790";367431;4769;2017-03-28 14:42:34;"b2992308";"Ride"
"791";53941;2005;2017-03-27 17:19:36;NA;"Run"
"792";405927;5778;2017-03-26 08:16:12;"b2992308";"Ride"
"793";902583;13428;2017-03-24 09:28:50;"b2992308";"Ride"
"794";455428;7769;2017-03-23 09:55:08;"b2992308";"Ride"
"795";37892;5205;2017-03-22 07:43:50;"b2992308";"Ride"
"796";49565;1729;2017-03-19 10:01:15;NA;"Run"
"797";214161;2867;2017-03-18 18:56:46;"b2992308";"Ride"
"798";507432;7667;2017-03-16 09:50:37;"b2992308";"Ride"
"799";451489;5944;2017-03-16 07:29:37;"b2992308";"Ride"
"800";307185;4914;2017-03-12 08:35:09;"b3079109";"Ride"
"801";48269;3630;2017-03-11 15:08:57;NA;"Walk"
"802";615136;9428;2017-03-10 11:50:38;"b2992308";"Ride"
"803";732758;14810;2017-03-05 07:03:55;"b1350013";"Ride"
"804";415938;6109;2017-03-04 15:00:48;"b1350013";"Ride"
"805";704669;10598;2017-03-03 09:56:58;"b1350013";"Ride"
"806";471368;8597;2017-02-18 09:54:08;"b2992308";"Ride"
"807";65289;906;2017-02-17 13:58:54;"b2992308";"Ride"
"808";117679;16162;2017-02-17 08:11:56;"b2992308";"Ride"
"809";272207;2774;2017-02-15 19:10:35;"b2992308";"VirtualRide"
"810";41268;5770;2017-02-14 14:49:47;"b2992308";"Ride"
"811";299029;5956;2017-02-12 14:25:05;"b2442923";"Ride"
